5.0e-324,0.0,0.0,5.0e-324,5.0e-324,5.0e-324,5.0e-324,5.4e-323,5.0e-324,5.0e-324,5.4e-323,5.0e-324,5.4e-323,5.0e-324,5.4e-323,5.4e-323,5.0e-324,5.0e-324,5.0e-324,5.0e-324,5.0e-324,2.0e-323,2.0e-323,0.0,5.0e-324,0.0,0.0,2.0e-323,5.4e-323,5.0e-324,0.0,0.0,5.0e-324,5.0e-324,5.0e-324,5.4e-323,5.0e-324,0.0,0.0,5.0e-324,5.4e-323,5.4e-323,5.0e-324,5.0e-324,0.0,5.0e-324,5.0e-324,2.0e-323
8.18978360113e-312,0.0,0.0,0.0,0.0,0.0,8.18978360113e-312,8.18978386986e-312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18978360113e-312,0.0,0.0,0.0,0.0,0.0,8.18513817028e-312,8.18978360113e-312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18978360113e-312,0.0,8.18978386986e-312,8.18978360113e-312,0.0,0.0,0.0,8.18978360113e-312,0.0
NaN,NaN,NaN,8.185118756186e-312,NaN,NaN,NaN,NaN,NaN,8.184710971635e-312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.184682537485e-312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.185080747676e-312,NaN,NaN,NaN
0.0,8.18757307835e-312,8.18520014445e-312,8.18505815263e-312,8.18820473519e-312,8.18505823168e-312,8.18820478515e-312,8.187656195763e-312,8.18523976543e-312,8.185058389783e-312,8.18505842931e-312,0.0,8.185067280237e-312,8.185058547884e-312,8.18505858741e-312,8.187734093315e-312,8.18833125394e-312,8.18831546787e-312,8.185251440163e-312,8.185067621736e-312,0.0,8.18876427639e-312,8.18505890361e-312,8.184702887377e-312,8.185067601182e-312,0.0,8.187898340103e-312,8.18505910124e-312,8.18525150941e-312,8.188763648414e-312,8.18831551214e-312,8.184703654404e-312,8.185157263663e-312,8.18507723633e-312,8.18470327583e-312,0.0,8.185059456965e-312,8.18470412017e-312,8.184704101514e-312,8.18505957554e-312,8.185059615066e-312,8.184425804533e-312,8.185251420243e-312,8.18438438689e-312,8.185059773167e-312,8.188331367456e-312,8.18506380415e-312,0.0
0.0,6.3659873744e-314,6.3659873744e-314,0.0,6.3659873744e-314,2.1219957915e-314,6.3659873744e-314,1.48539705387e-313,1.48539705387e-313,0.0,2.1219957915e-314,0.0,6.3659873744e-314,2.1219957915e-314,2.1219957915e-314,1.48539705397e-313,6.3659873744e-314,6.3659873744e-314,6.3659873744e-314,6.3659873744e-314,0.0,1.48539705387e-313,2.1219957915e-314,1.48539705387e-313,6.3659873744e-314,0.0,1.48539705397e-313,2.1219957915e-314,6.3659873744e-314,1.48539705387e-313,6.3659873744e-314,6.3659873744e-314,6.3659873744e-314,1.48539705387e-313,1.4853970538e-313,0.0,2.121995791e-314,6.3659873744e-314,6.3659873744e-314,2.1219957915e-314,2.1219957915e-314,1.48539705387e-313,6.3659873744e-314,6.3659873744e-314,0.0,6.3659873744e-314,1.48539705397e-313,0.0
0.0,5.0e-324,5.0e-324,5.0e-324,5.0e-324,5.4e-323,5.0e-324,2.0e-323,5.0e-324,5.4e-323,5.0e-324,0.0,5.0e-324,1.0e-323,5.0e-324,5.4e-323,5.0e-324,5.0e-324,5.0e-324,5.0e-324,0.0,5.0e-324,2.0e-323,2.0e-323,5.0e-324,0.0,5.4e-323,1.0e-323,5.0e-324,5.0e-324,5.0e-324,0.0,5.4e-323,5.0e-324,5.0e-324,0.0,5.4e-323,0.0,5.0e-324,5.4e-323,5.4e-323,5.0e-324,5.0e-324,0.0,5.4e-323,5.0e-324,5.4e-323,0.0
0.0,0.0,0.0,0.0,0.0,8.18978386986e-312,0.0,0.0,0.0,0.0,8.18978360113e-312,0.0,0.0,8.18988704551e-312,8.18978360113e-312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.184372521253e-312,0.0,0.0,0.0,0.0,8.18988704551e-312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18978386986e-312,8.18978386986e-312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.184408524014e-312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.185058034253e-312,8.18831409073e-312,8.185058113304e-312,8.18505815283e-312,8.188331240975e-312,8.18505823188e-312,8.1850672366e-312,8.188314557445e-312,8.18528823082e-312,8.18443118226e-312,8.18467560262e-312,8.18505846903e-312,8.18820463432e-312,8.188314713017e-312,8.185198758458e-312,8.184703936456e-312,8.184424278226e-312,0.0,0.0,8.1878155381e-312,8.187733533005e-312,0.0,8.18820459954e-312,8.185058943334e-312,8.18505898286e-312,0.0,8.184400266636e-312,0.0,8.187572843094e-312,8.184675578274e-312,8.188787616527e-312,8.185199046834e-312,8.18505929906e-312,8.18520016595e-312,8.185198639566e-312,8.185059417637e-312,8.18985468188e-312,8.18506760308e-312,8.185059536213e-312,8.18831550613e-312,8.185059615263e-312,8.184424185895e-312,8.185200286425e-312,8.18505973384e-312,0.0,8.18505981289e-312,8.1883158334e-312,8.18878661227e-312
2.1219957915e-314,1.48539705387e-313,2.1219957915e-314,2.1219957915e-314,6.3659873744e-314,2.1219957915e-314,6.3659873744e-314,1.48539705387e-313,6.3659873744e-314,6.3659873744e-314,6.3659873744e-314,2.1219957915e-314,6.3659873744e-314,1.4853970538e-313,1.48539705397e-313,6.3659873744e-314,6.3659873744e-314,0.0,0.0,1.48539705387e-313,1.48539705387e-313,0.0,6.3659873744e-314,2.1219957915e-314,0.0,0.0,6.3659873744e-314,0.0,6.3659873744e-314,6.3659873744e-314,1.48539705397e-313,1.48539705387e-313,2.1219957915e-314,6.3659873744e-314,1.48539705387e-313,2.1219957915e-314,6.3659873744e-314,6.3659873744e-314,2.1219957915e-314,6.3659873744e-314,2.1219957915e-314,6.3659873744e-314,6.3659873744e-314,2.1219957915e-314,0.0,2.1219957915e-314,6.3659873744e-314,1.48539705387e-313
5.4e-323,5.4e-323,5.0e-324,5.4e-323,5.4e-323,5.4e-323,5.0e-324,5.0e-324,5.0e-324,5.0e-324,0.0,5.0e-324,5.0e-324,5.0e-324,5.0e-324,5.0e-324,0.0,0.0,0.0,5.0e-324,5.0e-324,0.0,5.0e-324,5.0e-324,5.4e-323,0.0,5.0e-324,0.0,5.4e-323,0.0,5.0e-324,5.0e-324,5.4e-323,5.4e-323,2.0e-323,5.0e-324,5.0e-324,5.0e-324,5.0e-324,5.0e-324,5.0e-324,0.0,5.0e-324,5.4e-323,0.0,5.4e-323,5.4e-323,5.0e-324
8.18978386986e-312,0.0,8.18978360113e-312,8.18978386986e-312,0.0,8.18978386986e-312,0.0,0.0,0.0,0.0,0.0,8.18978360113e-312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18978360113e-312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18978386986e-312,0.0,0.0,8.18978360113e-312,0.0,0.0,8.18978360113e-312,0.0,8.18978360113e-312,0.0,0.0,8.18978386986e-312,0.0,8.18978386986e-312,0.0,0.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.187980854757e-312,NaN,8.184721388594e-312,NaN,NaN,NaN,NaN,8.18471126104e-312,NaN,NaN,NaN,NaN,NaN,NaN,8.18472157729e-312,NaN,NaN,NaN,NaN,NaN,NaN,8.18468094612e-312,NaN,NaN,NaN,NaN,NaN
8.18525126309e-312,8.18470411922e-312,8.1850581135e-312,8.185058153027e-312,8.18505819255e-312,8.184676100324e-312,8.187501879694e-312,8.18506720024e-312,0.0,8.188763406836e-312,8.185058429704e-312,8.1846622687e-312,8.18507686954e-312,8.187724927804e-312,8.185288319674e-312,8.18505862733e-312,8.18528827983e-312,8.185251251075e-312,8.1885026944e-312,8.18438315497e-312,8.185058824956e-312,8.18505886448e-312,8.187501592583e-312,8.18505894353e-312,8.185058983057e-312,8.184644652057e-312,8.187724196745e-312,0.0,8.18505914116e-312,8.18442409736e-312,8.187573052736e-312,8.185059259734e-312,8.18464469253e-312,0.0,8.184676087043e-312,8.185059417835e-312,8.184662494467e-312,0.0,8.185077223684e-312,8.185059575936e-312,8.18505961546e-312,8.18470421155e-312,8.18505969451e-312,8.185059734037e-312,8.18505977356e-312,8.185059813087e-312,8.18525126056e-312,8.18505989214e-312
6.3659873744e-314,6.3659873744e-314,2.1219957915e-314,2.1219957915e-314,2.1219957915e-314,6.3659873744e-314,6.3659873744e-314,6.3659873744e-314,0.0,1.48539705387e-313,2.1219957915e-314,1.48539705387e-313,1.48539705387e-313,1.485397054e-313,6.3659873744e-314,2.1219957915e-314,6.3659873744e-314,6.3659873744e-314,1.48539705397e-313,6.3659873744e-314,2.1219957915e-314,0.0,6.3659873744e-314,0.0,2.1219957915e-314,1.48539705387e-313,1.48539705397e-313,0.0,0.0,6.3659873744e-314,6.3659873744e-314,2.1219957915e-314,1.48539705397e-313,0.0,6.3659873744e-314,0.0,1.48539705387e-313,0.0,1.48539705387e-313,2.1219957915e-314,2.1219957915e-314,6.3659873744e-314,0.0,2.1219957915e-314,2.1219957915e-314,2.1219957915e-314,6.3659873744e-314,2.1219957915e-314
5.0e-324,0.0,5.4e-323,5.4e-323,5.0e-324,5.0e-324,5.0e-324,5.0e-324,0.0,2.0e-323,5.4e-323,0.0,2.0e-323,5.4e-323,5.0e-324,5.4e-323,5.0e-324,5.0e-324,5.0e-324,5.0e-324,5.0e-324,5.0e-324,5.4e-323,5.0e-324,5.4e-323,0.0,5.4e-323,0.0,5.4e-323,5.0e-324,5.0e-324,5.0e-324,0.0,0.0,0.0,5.4e-323,0.0,0.0,5.0e-324,5.0e-324,9.0e-323,5.0e-324,5.0e-324,5.4e-323,5.4e-323,5.0e-324,5.0e-324,5.0e-324
